stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
Route7-0724_gordon st. at hands dr.,0724,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route7-0725_gordon st. at monticello cres.,0725,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route7-0726_gordon st. at stone rd. w.,0726,Gordon St. at Stone Rd. W.,,43.527039,-80.225188,,,,
Route7-0728_university centre,0728,University Centre,,43.5289652518,-80.2237220979,,,,
Route13-1300_Guelph Central Station,1300,Guelph Central Station,,43.545180,-80.246050,,,,
Route13-1301_Wyndham St. at Bank of Nova Scotia,1301,Wyndham St. at Bank of Nova Scotia,,43.546441,-80.249537,,,,
Route13-1302_Eramosa Rd. Bridge,1302,Eramosa Rd. Bridge,,43.549049,-80.250385,,,,
Route13-1303_Eramosa Rd. at St. Catharines St.,1303,Eramosa Rd. at St. Catharines St.,,43.555657,-80.249466,,,,
Route13-1304_Metcalfe St. at Eramosa Rd.,1304,Metcalfe St. at Eramosa Rd.,,43.556495,-80.248788,,,,
Route13-1305_Metcalfe St. at Lemon St.,1305,Metcalfe St. at Lemon St.,,43.554757,-80.246360,,,,
Route13-1306_Metcalfe St. at Palmer St.,1306,Metcalfe St. at Palmer St.,,43.553027,-80.243956,,,,
Route13-1307_Metcalfe St. at Grange St.,1307,Metcalfe St. at Grange St.,,43.551686,-80.242077,,,,
Route13-1308_Grange St. at Clara St.,1308,Grange St. at Clara St.,,43.552399,-80.240832,,,,
Route13-1309_Grange St. at Louisa St,1309,Grange St. at Louisa St,,43.553898,-80.238831,,,,
Route13-1310_Grange St. at Stevenson St.,1310,Grange St. at Stevenson St.,,43.554622,-80.237833,,,,
Route13-1311_Cassino Ave. at William St.,1311,Cassino Ave. at William St.,,43.558258,-80.240005,,,,
Route13-1312_Cassino Ave. at Palermo Cres.,1312,Cassino Ave. at Palermo Cres.,,43.561453,-80.235804,,,,
Route13-1313_Cassino Ave. at Hadati Rd.,1313,Cassino Ave. at Hadati Rd.,,43.562886,-80.234699,,,,
Route13-1314_Hadati Rd. at Yeats Crt.,1314,Hadati Rd. at Yeats Crt.,,43.564485,-80.237757,,,,
Route13-1315_Hadati Rd. at Victoria Rd. N.,1315,Hadati Rd. at Victoria Rd. N.,,43.563892,-80.240402,,,,
Route13-1316_Eastview Rd. at Glenburnie Dr.,1316,Eastview Rd. at Glenburnie Dr.,,43.565338,-80.241265,,,,
Route13-1317_Eastview Rd. at Mountford Dr.,1317,Eastview Rd. at Mountford Dr.,,43.567369,-80.238478,,,,
Route13-1318_Starwood Dr. at Watt St.,1318,Starwood Dr. at Watt St.,,43.568800,-80.231242,,,,
Route13-1319_Watt St. at Auden Rd.,1319,Watt St. at Auden Rd.,,43.567812,-80.232014,,,,
Route13-1320_Auden Rd. at Eastview Rd.,1320,Auden Rd. at Eastview Rd.,,43.568895,-80.234823,,,,
Route13-1321_Eastview Rd. at Mountford Dr.,1321,Eastview Rd. at Mountford Dr.,,43.567393,-80.238771,,,,
Route13-1322_Eastview Rd. at VictoriaRd.,1322,Eastview Rd. at VictoriaRd.,,43.565032,-80.241989,,,,
Route13-1323_Victoria Rd. N. at Greenview St.,1323,Victoria Rd. N. at Greenview St.,,43.567067,-80.244971,,,,
Route13-1324_Eramosa Rd. at Orchard Cres.,1324,Eramosa Rd. at Orchard Cres.,,43.567445,-80.248003,,,,
Route13-1325_Eramosa Rd. at Meyer Dr.,1325,Eramosa Rd. at Meyer Dr.,,43.562369,-80.248754,,,,
Route13-1326_Eramosa Rd. at Stevenson St.,1326,Eramosa Rd. at Stevenson St.,,43.559599,-80.249172,,,,
Route13-1327_Eramosa Rd. at Metcalfe St.,1327,Eramosa Rd. at Metcalfe St.,,43.556180,-80.249666,,,,
Route13-1328_Eramosa Rd. at Arthur St.,1328,Eramosa Rd. at Arthur St.,,43.549165,-80.250571,,,,
Route13-1329_Wyndham at IF Shoe Store,1329,Wyndham at IF Shoe Store,,43.545578,-80.249017,,,,
Route13-1330_Guelph Central Station,1330,Guelph Central Station,,43.545180,-80.246050,,,,

Route3A-0300_Guelph Central Station,0300,Guelph Central Station,,43.545180,-80.246050,,,,
Route3A-0301_Wyndham St. at Bank of Nova Scotia,0301,Wyndham St. at Bank of Nova Scotia,,43.546441,-80.249537,,,,
Route3A-0302_Woolwich St. at Cardigan St.,0302,Woolwich St. at Cardigan St.,,43.545892,-80.249020,,,,
Route3A-0303_Suffolk St. at Norfolk St.,0303,Suffolk St. at Norfolk St.,,43.548158,-80.251279,,,,
Route3A-0304_Suffolk St. at Dublin St.,0304,Suffolk St. at Dublin St.,,43.547351,-80.254939,,,,
Route3A-0305_Suffolk St. at Glasgow St.,0305,Suffolk St. at Glasgow St.,,43.546415,-80.256760,,,,
Route3A-0306_Yorkshire St. N. at London Rd. W.,0306,Yorkshire St. N. at London Rd. W.,,43.545548,-80.258462,,,,
Route3A-0307_Westmount Rd. at Lourdes,0307,Westmount Rd. at Lourdes,,43.547576,-80.266172,,,,
Route3A-0308_Westmount Rd. at Division St.,0308,Westmount Rd. at Division St.,,43.550057,-80.269504,,,,
Route3A-0309_St. Joseph's Health Centre,0309,St. Joseph's Health Centre,,43.548167,-80.266982,,,,
Route3A-0310_Westmount Rd. at Speedvale Ave. W.,0310,Westmount Rd. at Speedvale Ave. W.,,43.550132,-80.269632,,,,
Route3A-0311_Kathleen St. at June Ave.,0311,Kathleen St. at June Ave.,,43.553416,-80.274223,,,,
Route3A-0312_Bailey Ave. at Nicklin Rd.,0312,Bailey Ave. at Nicklin Rd.,,43.556149,-80.273176,,,,
Route3A-0313_Nicklin Rd. at Woodlawn Rd.,0313,Nicklin Rd. at Woodlawn Rd.,,43.560098,-80.282287,,,,
Route3A-0314_Smart Centre Guelph,0314,Smart Centre Guelph,,43.556747,-80.277169,,,,
Route3A-0315_21 Woodlawn Rd. E.,0315,21 Woodlawn Rd. E.,,43.565031,-80.280726,,,,
Route3A-0316_Woodlawn Rd. E. at opposite Seniors Centre,0316,Woodlawn Rd. E. at opposite Seniors Centre,,43.568502,-80.272502,,,,
Route3A-0317_Woodlawn Rd. E. at Fairway Lane,0317,Woodlawn Rd. E. at Fairway Lane,,43.569297,-80.271413,,,,
Route3A-0318_Woodlawn Rd. E. at Golfview Dr.,0318,Woodlawn Rd. E. at Golfview Dr.,,43.572001,-80.267661,,,,
Route3A-0319_Inverness Dr. at Glenbrook Dr.,0319,Inverness Dr. at Glenbrook Dr.,,43.574348,-80.264362,,,,
Route3A-0320_Inverness Dr. at Simmonds Dr.,0320,Inverness Dr. at Simmonds Dr.,,43.576641,-80.263157,,,,
Route3A-0321_Victoria Rd. N. at Trillium Waldorf,0321,Victoria Rd. N. at Trillium Waldorf,,43.579419,-80.267052,,,,
Route3A-0322_Victoria Rd. N. at Woodlawn Rd. E.,0322,Victoria Rd. N. at Woodlawn Rd. E.,,43.580587,-80.263922,,,,
Route3A-0323_Victoria Rd. N . at Delta St.,0323,Victoria Rd. N . at Delta St.,,43.578088,-80.260540,,,,
Route3A-0324_Victoria Rd. N. at Speedvale Ave. E.,0324,Victoria Rd. N. at Speedvale Ave. E.,,43.574215,-80.255175,,,,
Route3A-0325_Victoria Rd. N. at Eramosa Rd.,0325,Victoria Rd. N. at Eramosa Rd.,,43.57071,-80.250349,,,,
Route3A-0326_Victoria Rd. N. at St. Paul's Church,0326,Victoria Rd. N. at St. Paul's Church,,43.569232,-80.248344,,,,
Route3A-0327_Eastview Rd. at Glenburnie Dr.,0327,Eastview Rd. at Glenburnie Dr.,,43.566676,-80.244711,,,,
Route3A-0328_Eastview Rd. at Mountford Dr.,0328,Eastview Rd. at Mountford Dr.,,43.565338,-80.241265,,,,
Route3A-0329_Eastview Rd. at Auden Rd.,0329,Eastview Rd. at Auden Rd.,,43.567369,-80.238478,,,,
Route3A-0330_Eastview Rd. at Summit Ridge Dr.,0330,Eastview Rd. at Summit Ridge Dr.,,43.572509,-80.231266,,,,
Route3A-0331_Watson Pkwy N. at Grange Rd.,0331,Watson Pkwy N. at Grange Rd.,,43.570255,-80.234530,,,,
Route3A-0332_Watson Pkwy N. at Fleming Rd.,0332,Watson Pkwy N. at Fleming Rd.,,43.573466,-80.217970,,,,
Route3A-0333_Watson Pkwy N. at Library,0333,Watson Pkwy N. at Library,,43.570527,-80.213770,,,,
Route3A-0334_York Rd. At Watson Pkwy N.,0334,York Rd. At Watson Pkwy N.,,43.566571,-80.211793,,,,
Route3A-0335_York Rd. at Yorkhaven Pl.,0335,York Rd. at Yorkhaven Pl.,,43.56144,-80.210956,,,,
Route3A-0336_York Rd. at Royal City Jaycees Park,0336,York Rd. at Royal City Jaycees Park,,43.557049,-80.217005,,,,
Route3A-0337_York Rd. at Beaumont Cres.,0337,York Rd. at Beaumont Cres.,,43.554908,-80.219940,,,,
Route3A-0338_Victoria Rd. at York Rd.,0338,Victoria Rd. at York Rd.,,43.551612,-80.223573,,,,
Route3A-0339_Stone Rd. E. at Victoria Rd. S.,0339,Stone Rd. E. at Victoria Rd. S.,,43.539442,-80.207876,,,,
Route3A-0340_Stone Rd. E. at Arbour Medical Centre,0340,Stone Rd. E. at Arbour Medical Centre,,43.533696,-80.215470,,,,
Route3A-0341_University Centre,0341,University Centre,,43.530139,-80.225670,,,,
Route3A-0342_Gordon St. at Vet College,0342,Gordon St. at Vet College,,43.531442,-80.231459,,,,
Route3A-0343_Gordon St. at Macdonald Stewart Art Centre,0343,Gordon St. at Macdonald Stewart Art Centre,,43.532842,-80.233321,,,,
Route3A-0344_Gordon St. at Dormie Lane,0344,Gordon St. at Dormie Lane,,43.536904,-80.239148,,,,
Route3A-0345_Gordon St. at Water St.,0345,Gordon St. at Water St.,,43.538124,-80.240880,,,,
Route3A-0348_Guelph Central Station,0348,Guelph Central Station,,43.545180,-80.246050,,,,
Route5-0500_Guelph Central Station,0500,Guelph Central Station,,43.545180,-80.246050,,,,
Route5-0501_Gordon St. at Nottingham St.,0501,Gordon St. at Nottingham St.,,43.541833,-80.248111,,,,
Route5-0502_Gordon St. at Wellington St.,0502,Gordon St. at Wellington St.,,43.540815,-80.245214,,,,
Route5-0503_Gordon St. at Water St.,0503,Gordon St. at Water St.,,43.53833,-80.245214,,,,
Route5-0504_Gordon St. at Forbes Ave.,0504,Gordon St. at Forbes Ave.,,43.537154,-80.239813,,,,
Route5-0505_Gordon St. at Dean Ave.,0505,Gordon St. at Dean Ave.,,43.534009,-80.235469,,,,
Route5-0506_Gordon St. at College Ave.,0506,Gordon St. at College Ave.,,43.531512,-80.231928,,,,
Route5-0507_University Centre Arrive,0507,University Centre Arrive,,43.529524,-80.224506,,,,
Route5-0507_University Centre,0507,University Centre,,43.529524,-80.224506,,,,
Route5-0508_Gordon St. at Stone Rd. W.,0508,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route5-0509_Gordon St. at Harvard Rd.,0509,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route5-0510_Gordon St. at Kortright Rd.,0510,Gordon St. at Kortright Rd.,,43.522309,-80.213484,,,,
Route5-0511_Gordon St. at Harts Lane,0511,Gordon St. at Harts Lane,,43.519571,-80.207956,,,,
Route5-0512_1155 Gordon St.,0512,1155 Gordon St.,,43.518045,-80.205824,,,,
Route5-0513_Gordon St. at Edinburgh Rd. S.,0513,Gordon St. at Edinburgh Rd. S.,,43.516595,-80.203694,,,,
Route5-0514_Arkell Rd. at Gordon St.,0514,Arkell Rd. at Gordon St.,,43.514317,-80.198502,,,,
Route5-0515_Arkell Rd. at Ridgeway  Ave.,0515,Arkell Rd. at Ridgeway  Ave.,,43.516206,-80.196032,,,,
Route5-0516_Summerfield Dr. at Amsterdam Cres.,0516,Summerfield Dr. at Amsterdam Cres.,,43.517618,-80.190957,,,,
Route5-0517_Summerfield Dr. at Cummings Crt.,0517,Summerfield Dr. at Cummings Crt.,,43.515529,-80.188602,,,,
Route5-0518_Summerfield Dr. at Bright Lane,0518,Summerfield Dr. at Bright Lane,,43.516626,-80.184407,,,,
Route5-0519_Summerfield Dr. at Victoria Rd. S.,0519,Summerfield Dr. at Victoria Rd. S.,,43.519835,-80.179976,,,,
Route5-0520_Frederick Dr. at Waterford Dr.,0520,Frederick Dr. at Waterford Dr.,,43.515015,-80.175363,,,,
Route5-0521_Goodwin Dr. at Ray Cres.,0521,Goodwin Dr. at Ray Cres.,,43.511743,-80.177101,,,,
Route5-0522_Goodwin Dr. at Orin Reid Park,0522,Goodwin Dr. at Orin Reid Park,,43.508079,-80.181977,,,,
Route5-0523_Goodwin Dr. at Sinclair St.,0523,Goodwin Dr. at Sinclair St.,,43.505911,-80.184901,,,,
Route5-0524_Goodwin Dr. at Darling Cres.,0524,Goodwin Dr. at Darling Cres.,,43.504005,-80.186972,,,,
Route5-0525_Goodwin Dr. at Eugene Dr.,0525,Goodwin Dr. at Eugene Dr.,,43.503149,-80.188012,,,,
Route5-0526_Farley Dr. at Porter Dr.,0526,Farley Dr. at Porter Dr.,,43.504066,-80.190228,,,,
Route5-0527_Pine Ridge Dr. at Periwinkle Way,0527,Pine Ridge Dr. at Periwinkle Way,,43.508404,-80.192302,,,,
Route5-0528_Gordon St. at Lowes Rd.,0528,Gordon St. at Lowes Rd.,,43.509005,-80.195565,,,,
Route5-0529_Gordon St. at Continuing Education,0529,Gordon St. at Continuing Education,,43.511767,-80.196885,,,,
Route5-0530_Gordon St. at Arkell Rd.,0530,Gordon St. at Arkell Rd.,,43.514027,-80.199648,,,,
Route5-0531_Gordon St. at Valley Rd.,0531,Gordon St. at Valley Rd.,,43.516653,-80.203242,,,,
Route5-0532_Gordon St. at Landsdown Dr.,0532,Gordon St. at Landsdown Dr.,,43.518854,-80.205813,,,,
Route5-0533_Gordon St. at Harts Lane,0533,Gordon St. at Harts Lane,,43.519609,-80.207455,,,,
Route5-0534_1030 Gordon St.,0534,1030 Gordon St.,,43.520895,-80.210036,,,,
Route5-0535_Gordon St. at Kortright Rd.,0535,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route5-0536_Gordon St. at Hands Dr.,0536,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route5-0537_Gordon St. at Monticello Cres.,0537,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route5-0538_University Centre Arrive,0538,University Centre Arrive,,43.527039,-80.224506,,,,
Route5-0538_University Centre,0538,University Centre,,43.527039,-80.224506,,,,
Route5-0539_Gordon St. at Vet College,0539,Gordon St. at Vet College,,43.531442,-80.231459,,,,
Route5-0540_Gordon St. at Macdonald Stewart Art Centre,0540,Gordon St. at Macdonald Stewart Art Centre,,43.532842,-80.233321,,,,
Route5-0541_Gordon St. at Dormie Lane,0541,Gordon St. at Dormie Lane,,43.536904,-80.239148,,,,
Route5-0542_Gordon St. at Water St.,0542,Gordon St. at Water St.,,43.538124,-80.240880,,,,
Route5-0543_Gordon St. at Wellington St.,0543,Gordon St. at Wellington St.,,43.541072,-80.245274,,,,
Route5-0544_Gordon St. at Harvey's,0544,Gordon St. at Harvey's,,43.541884,-80.247619,,,,
Route5-0545_City Hall,0545,City Hall,,43.543346,-80.249107,,,,
Route5-0546_Guelph Central Station,0546,Guelph Central Station,,43.545180,-80.246050,,,,

Route15-1500_university centre,1500,University Centre,,43.530139124615,-80.22567,,,,
Route15-1501_gordon st. at stone rd. w.,1501,Gordon St. at Stone Rd. W.,,43.527478,-80.226352,,,,
Route15-1502_stone rd. w. at gordon st.,1502,Stone Rd. W. at Gordon St.,,43.526145,-80.225538,,,,
Route15-1503_stone rd. w. at fire hall,1503,Stone Rd. W. at Fire Hall,,43.524050,-80.228457,,,,
Route15-1504_stone rd. w. at zellers,1504,Stone Rd. W. at Zellers,,43.522019,-80.231231,,,,
Route15-1505_stone rd. w. edinburgh rd. s.,1505,Stone Rd. W. Edinburgh Rd. S.,,43.520363,-80.233352,,,,
Route15-1506_stone rd. w. at stone rd mall,1506,Stone Rd. W. at Stone Rd Mall,,43.517856,-80.236974,,,,
Route15-1507_stone rd. w. at scottsdale dr.,1507,Stone Rd. W. at Scottsdale Dr.,,43.516019,-80.239549,,,,
Route15-1508_stone rd. w at woodland glen dr.,1508,Stone Rd. W at Woodland Glen Dr.,,43.509914,-80.247323,,,,
Route15-1509_college ave. w. at flanders rd.,1509,College Ave. W. at Flanders Rd.,,43.510561,-80.250192,,,,
Route15-1510_college ave. w. at conroy cres.,1510,College Ave. W. at Conroy Cres.,,43.511738,-80.252804,,,,
Route15-1511_college ave. w. at argyle dr.,1511,College Ave. W. at Argyle Dr.,,43.513969,-80.256203,,,,
Route15-1512_506 college ave. w.,1512,506 College Ave. W.,,43.513974835,-80.2562593432,,,,
Route15-1513_college ave. w. east of hanlon,1513,College Ave. W. east of Hanlon,,43.519598,-80.249119,,,,
Route15-1514_129 janefield ave.,1514,129 Janefield Ave.,,43.517968,-80.245711,,,,
Route15-1515_janefield ave. at scottsdale dr.,1515,Janefield Ave. at Scottsdale Dr.,,43.516792,-80.240925,,,,
Route15-1516_stone road mall,1516,Stone Road Mall,,43.518846,-80.239222,,,,
Route15-1517_scottsdale dr. at wilsonview ave.,1517,Scottsdale Dr. at Wilsonview Ave.,,43.520977257153,-80.23997,,,,
Route15-1518_wilsonview ave.,1518,Wilsonview Ave.,,43.522155872961,-80.23865,,,,
Route15-1519_edinburgh rd at chancellors way,1519,Edinburgh Rd at Chancellors Way,,43.521444038444,-80.2361,,,,
Route15-1520_stone rd. opposite zellers,1520,Stone Rd. opposite Zellers,,43.521656033755,-80.23126,,,,
Route15-1521_95 stone rd. w.,1521,95 Stone Rd. W.,,43.524668620547,-80.22719,,,,
Route15-1522_university centre,1522,University Centre,,43.5298048358,-80.2248992018,,,,
Route8-0800_Guelph Central Station,0800,Guelph Central Station,,43.545180,-80.246050,,,,
Route8-0801_Wyndham St. at Farquhar St.,0801,Wyndham St. at Farquhar St.,,43.543617,-80.246479,,,,
Route8-0802_Wellington St. at KFC,0802,Wellington St. at KFC,,43.542276,-80.243974,,,,
Route8-0803_Gordon St. at Water St.,0803,Gordon St. at Water St.,,43.5382652,-80.24134308,,,,
Route8-0804_Water St. at McCrae Blvd.,0804,Water St. at McCrae Blvd.,,43.536163,-80.245144,,,,
Route8-0805_Water St. at Maple St.,0805,Water St. at Maple St.,,43.535130,-80.246552,,,,
Route8-0806_Maple St. at Forest St.,0806,Maple St. at Forest St.,,43.531946,-80.243610,,,,
Route8-0807_Forest St. at Park,0807,Forest St. at Park,,43.530027,-80.246148,,,,
Route8-0808_Edinburgh Rd. S. at Maplewood Dr.,0808,Edinburgh Rd. S. at Maplewood Dr.,,43.527403,-80.244524,,,,
Route8-0809_College Ave. W. at Edinburgh Rd.,0809,College Ave. W. at Edinburgh Rd.,,43.525295,-80.241992,,,,
Route8-0810_College Ave. W. at Centennial,0810,College Ave. W. at Centennial,,43.521545,-80.247091,,,,
Route8-0811_129 Janefield Ave.,0811,129 Janefield Ave.,,43.517968,-80.245711,,,,
Route8-0812_Janefield Ave. at Scottsdale Dr.,0812,Janefield Ave. at Scottsdale Dr.,,43.516792,-80.240925,,,,
Route8-0813_Stone Road Mall,0813,Stone Road Mall,,43.518846,-80.239222,,,,
Route8-0814_Scottsdale Dr. at Wilsonview Ave.,0814,Scottsdale Dr. at Wilsonview Ave.,,43.52097726,-80.23997247,,,,
Route8-0815_220 Scottsdale Dr.,0815,220 Scottsdale Dr.,,43.521683,-80.241866,,,,
Route8-0816_Scottsdale Dr. at College Ave. W.,0816,Scottsdale Dr. at College Ave. W.,,43.52328,-80.243572,,,,
Route8-0817_College Ave. W. at Meadowcroft,0817,College Ave. W. at Meadowcroft,,43.524313,-80.243011,,,,
Route8-0818_Edinburgh Rd. S. at Floral Dr.,0818,Edinburgh Rd. S. at Floral Dr.,,43.526849,-80.243384,,,,
Route8-0819_Edinburgh Rd. S. at Lockyer Rd.,0819,Edinburgh Rd. S. at Lockyer Rd.,,43.528513,-80.245737,,,,
Route8-0820_Edinburgh Rd. S. at Municipal St.,0820,Edinburgh Rd. S. at Municipal St.,,43.529964,-80.247792,,,,
Route8-0821_Edinburgh Rd. S. at Honey Cres.,0821,Edinburgh Rd. S. at Honey Cres.,,43.532367,-80.251159,,,,
Route8-0822_Bristol St. at McGee St.,0822,Bristol St. at McGee St.,,43.535829,-80.253496,,,,
Route8-0823_Yorkshire St. S. at Waterloo Ave.,0823,Yorkshire St. S. at Waterloo Ave.,,43.537985,-80.252973,,,,
Route8-0824_Waterloo Ave. at Glasgow St.,0824,Waterloo Ave. at Glasgow St.,,43.539053,-80.252146,,,,
Route8-0825_Waterloo Ave. at Norfolk St.,0825,Waterloo Ave. at Norfolk St.,,43.541228,-80.249835,,,,
Route8-0826_Guelph City Hall,0826,Guelph City Hall,,43.543346,-80.249107,,,,
Route8-0827_Guelph Central Station,0827,Guelph Central Station,,43.545180,-80.246050,,,,
Route9-0900_Guelph Central Station,0900,Guelph Central Station,,43.545180,-80.246050,,,,
Route9-0901_3 Waterloo Ave.,0901,3 Waterloo Ave.,,43.541423,-80.249839,,,,
Route9-0902_Waterloo Ave. at Glasgow St.,0902,Waterloo Ave. at Glasgow St.,,43.538905,-80.252519,,,,
Route9-0903_Waterloo Ave. at Yorkshire St. S.,0903,Waterloo Ave. at Yorkshire St.S.,,43.536579,-80.254987,,,,
Route9-0904_225 Waterloo Ave.,0904,225 Waterloo Ave.,,43.535168,-80.256495,,,,
Route9-0905_Waterloo Ave. at Beachwood Ave.,0905,Waterloo Ave. at Beachwood Ave.,,43.531039,-80.260912,,,,
Route9-0906_387 Waterloo Ave.,0906,387 Waterloo Ave.,,43.531329,-80.260792,,,,
Route9-0907_659 Wellington St. N.,0907,659 Wellington St. N.,,43.522836,-80.267662,,,,
Route9-0908_Imperial Rd. S. at Wellington St. N.,0908,Imperial Rd. S. at Wellington St. N.,,43.522844,-80.267664,,,,
Route9-0909_Imperial Rd. S. at Stephanie Dr.,0909,Imperial Rd. S. at Stephanie Dr.,,43.523257,-80.275745,,,,
Route9-0910_Imperial Rd. S. at Deerpath Dr.,0910,Imperial Rd. S. at Deerpath Dr.,,43.525287,-80.279945,,,,
Route9-0911_Imperial Rd. S.  at Paisley St.,0911,Imperial Rd. S.  at Paisley St.,,43.525522,-80.284368,,,,
Route9-0912_Paisley Rd. at Zehrs,0912,Paisley Rd. at Zehrs,,43.522527,-80.288064,,,,
Route9-0913_Stephanie Dr. at Hollyberry Pl,0913,Stephanie Dr. at Hollyberry Pl,,43.522384,-80.281820,,,,
Route9-0914_Stephanie Dr. at Imperial Rd.,0914,Stephanie Dr. at Imperial Rd.,,43.522953,-80.276464,,,,
Route9-0915_Imperial Rd. at West Acres Dr.,0915,Imperial Rd. at West Acres Dr.,,43.522296,-80.273921,,,,
Route9-0916_Imperial Rd. S. at Tim Hortons,0916,Imperial Rd. S. at Tim Hortons,,43.520752,-80.269868,,,,
Route9-0917_Wellington St. W. at Wastewater Treatment Plant,0917,Wellington St. W. at Wastewater Treatment Plant,,43.522873,-80.267234,,,,
Route9-0918_364 Waterloo Rd.,0918,364 Waterloo Rd.,,43.531117,-80.260625,,,,
Route9-0919_Waterloo Ave. at St. Arnaud St.,0919,Waterloo Ave. at St. Arnaud St.,,43.533616,-80.257973,,,,
Route9-0920_180 Waterloo Ave.,0920,180 Waterloo Ave.,,43.536488,-80.254882,,,,
Route9-0921_Waterloo Ave. at Glasgow St.,0921,Waterloo Ave. at Glasgow St.,,43.539053,-80.252146,,,,
Route9-0922_Waterloo Ave. at Norfolk  St.,0922,Waterloo Ave. at Norfolk  St.,,43.541228,-80.249835,,,,
Route9-0923_Guelph City Hall,0923,Guelph City Hall,,43.543346,-80.249107,,,,
Route9-0924_Guelph Central Station,0924,Guelph Central Station,,43.545180,-80.246050,,,,

Route56-5600_University Dep,5600,University Dep,,43.529524,-80.224506,,,,
Route56-5601_Stone at Victoria,5601,Stone at Victoria,,43.538966,-80.208101,,,,
Route56-5602_1035 Victoria,5602,1035 Victoria,,43.533012,-80.197783,,,,
Route56-5617_Victoria at Arkell,5617,Victoria at Arkell,,43.523694,-80.1851,,,,
Route56-5603_Victoria @ Summerfield,5603,Victoria @ Summerfield,,43.519637,-80.179537,,,,
Route56-5618_Victoria Rd. S at Katemore Dr.,5618,Victoria Rd. S at Katemore Dr.,,43.517774,-80.176994,,,,
Route56-5604_Frederick Dr. at Waterford Dr.,5604,Frederick Dr. at Waterford Dr.,,43.515015,-80.175363,,,,
Route56-5605_264 Colonial,5605,264 Colonial,,43.516704,-80.180326,,,,
Route56-5606_Colonial North of Marsh,5606,Colonial North of Marsh,,43.518902,-80.183523,,,,
Route56-5607_Colonial north of Bard Bv.,5607,Colonial north of Bard Bv.,,43.520837,-80.186929,,,,
Route56-5608_Gordon St. at Arkell Rd.,5608,Gordon St. at Arkell Rd.,,43.514027,-80.199648,,,,
Route56-5609_Gordon @ Valley,5609,Gordon @ Valley,,43.516653,-80.203242,,,,
Route56-5610_Gordon St. at Landsdown Dr.,5610,Gordon St. at Landsdown Dr.,,43.518854,-80.205813,,,,
Route56-5611_Gordon St. at Harts Lane,5611,Gordon St. at Harts Lane,,43.519609,-80.207455,,,,
Route56-5612_1030 Gordon St.,5612,1030 Gordon St.,,43.520895,-80.210036,,,,
Route56-5613_Gordon St. at Kortright Rd.,5613,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route56-5614_Gordon @ Hands,5614,Gordon @ Hands,,43.524266,-80.216865,,,,
Route56-5615_Gordon St. at Monticello Cres.,5615,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route56-5616_University Arr,5616,University Arr,,43.545180,-80.246050,,,,
Route57-5700_University Dep,5700,University Dep,,43.5300871,-80.22514689,,,,
Route57-5701_Gordon St. at Stone Rd. W.,5701,Gordon St. at Stone Rd. W.,,43.52734677,-80.22615966,,,,
Route57-5702_Gordon St. at Harvard Rd.,5702,Gordon St. at Harvard Rd.,,43.52544175,-80.22118988,,,,
Route57-5703_Harvard Rd. at Shakespeare Arms,5703,Harvard Rd. at Shakespeare Arms,,43.52403582,-80.2228434,,,,
Route57-5704_Harvard Rd. at Princeton Pl.,5704,Harvard Rd. at Princeton Pl.,,43.5204771,-80.22858985,,,,
Route57-5705_Harvard Rd. at Youngman Dr.,5705,Harvard Rd. at Youngman Dr.,,43.51812986,-80.22837459,,,,
Route57-5706_Ironwood Rd. at Reid Crt.,5706,Ironwood Rd. at Reid Crt.,,43.51523937,-80.23184091,,,,
Route57-5707_711 Scottsdale Dr.,5707,711 Scottsdale Dr.,,43.51304815,-80.23445164,,,,
Route57-5708_632 Scottsdale Dr.,5708,632 Scottsdale Dr.,,43.51324305,-80.2355045,,,,
Route57-5709_Scottsdale @ Stone,5709,Scottsdale @ Stone,,43.51475093,-80.23819991,,,,
Route57-5710_372 Stone Rd. W.,5710,372 Stone Rd. W.,,43.51614704,-80.2385857,,,,
Route57-5711_Stone Rd. W. at Edinburgh Rd. S.,5711,Stone Rd. W. at Edinburgh Rd. S.,,43.51758919,-80.23664118,,,,
Route57-5712_Stone Rd. opposite Zellers,5712,Stone Rd. opposite Zellers,,43.51946083,-80.23418163,,,,
Route57-5713_95 Stone Rd. W.,5713,95 Stone Rd. W.,,43.52163401,-80.2312634,,,,
Route57-5714_University Arr,5714,University Arr,,43.52467,-80.22718783,,,,
Route58-5800_University Dep,5800,University Dep,,43.529524,-80.224506,,,,
Route58-5801_Stone Rd. W. at Gordon St.,5801,Stone Rd. W. at Gordon St.,,43.526145,-80.225538,,,,
Route58-5802_Stone Rd. W. at Fire Hall,5802,Stone Rd. W. at Fire Hall,,43.524050,-80.228457,,,,
