stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
Route14-1404_Elizabeth St. at Stevenson St.,1404,Elizabeth St. at Stevenson St.,,43.552852,-80.235072,,,,
Route14-1405_Elizabeth St. at Victoria Rd. N.,1405,Elizabeth St. at Victoria Rd. N.,,43.555192,-80.229946,,,,
Route14-1406_Grange Rd. at Victoria Rd. N.,1406,Grange Rd. at Victoria Rd. N.,,43.55779,-80.231868,,,,
Route14-1407_Grange Rd. at Schroder Cres.,1407,Grange Rd. at Schroder Cres.,,43.559965,-80.22695,,,,
Route14-1408_Grange Rd. at Breesgarden Lane,1408,Grange Rd. at Breesgarden Lane,,43.564124,-80.222922,,,,
Route14-1409_Grange Rd. at Ralston Dr.,1409,Grange Rd. at Ralston Dr.,,43.567439,-80.222527,,,,
Route14-1410_Grange Rd. at Ken Danby School,1410,Grange Rd. at Ken Danby School,,43.570595,-80.221717,,,,
Route14-1411_Watson Pkwy. N. South of Grange Rd. N.,1411,Watson Pkwy. N. South of Grange Rd.. N.,,43.573407,-80.217850,,,,
Route14-1412_Watson Pkwy. N. at Fleming Rd.,1412,Watson Pkwy. N. at Fleming Rd.,,43.570527,-80.21377,,,,
Route14-1413_Watson Pkwy. N. at Library,1413,Watson Pkwy. N. at Library,,43.566571,-80.211793,,,,
Route14-1414_Starwood Dr. at Fleming Rd.,1414,Starwood Dr. at Fleming Rd.,,43.566464,-80.217997,,,,
Route14-1415_Starwood Dr. at Ralston Dr.,1415,Starwood Dr. at Ralston Dr.,,43.566748,-80.221188,,,,
Route14-1416_Grange Rd. at Silurian Dr.,1416,Grange Rd. at Silurian Dr.,,43.565688,-80.22304,,,,
Route14-1417_Grange Rd. at Auden Rd.,1417,Grange Rd. at Auden Rd.,,43.560584,-80.22639,,,,
Route14-1418_Grange Rd. at St. James Park,1418,Grange Rd. at St. James Park,,43.559028,-80.228522,,,,
Route14-1419_Victoria Rd. N. at Grange Rd.,1419,Victoria Rd. N. at Grange Rd.,,43.556903,-80.231,,,,
Route14-1420_Elizabeth St. at Victoria Rd. N.,1420,Elizabeth St. at Victoria Rd. N.,,43.555289,-80.230253,,,,
Route14-1421_Elizabeth St. at Stevenson St.,1421,Elizabeth St. at Stevenson St.,,43.553328,-80.234705,,,,
Route14-1422_Elizabeth St. at Morris St.,1422,Elizabeth St. at Morris St.,,43.551418,-80.237208,,,,
Route14-1423_Elizabeth St. at Huron St.,1423,Elizabeth St. at Huron St.,,43.549593,-80.239644,,,,
Route14-1424_Elizabeth St. at Red Chevron Club,1424,Elizabeth St. at Red Chevron Club,,43.548577,-80.240986,,,,
Route14-1425_Guelph Central Station,1425,Guelph Central Station,,43.54518,-80.24605,,,,
Route20-2000_Guelph Central Station,2000,Guelph Central Station,,43.545180,-80.246050,,,,
Route20-2001_Woolwich St. at Norwich St. E.,2001,Woolwich St. at Norwich St. E.,,43.548768,-80.254949,,,,
Route20-2002_Willow Rd. at Dawson Rd.,2002,Willow Rd. at Dawson Rd.,,43.545391,-80.271529,,,,
Route20-2003_Willow Rd. at Willow Road P.S,2003,Willow Rd. at Willow Road P.S,,43.542723,-80.275201,,,,
Route20-2004_Willow West Mall,2004,Willow West Mall,,43.539628,-80.279519,,,,
Route20-2005_Willow Rd. at Westwood Public School,2005,Willow Rd. at Westwood Public School,,43.535078,-80.285726,,,,
Route20-2006_577  Willow Rd. at Church,2006,577  Willow Rd. at Church,,43.533285,-80.288209,,,,
Route20-2007_Willow Rd. at Flaherty Dr.,2007,Willow Rd. at Flaherty Dr.,,43.52762272,-80.29656172,,,,
Route20-2008_Elmira Rd N. at Flaherty Dr.,2008,Elmira Rd N. at Flaherty Dr.,,43.530528,-80.303578,,,,
Route20-2009_Elmira Rd. N. at Independence Pl.,2009,Elmira Rd. N. at Independence Pl.,,43.53318,-80.307097,,,,
Route20-2010_Elmira Rd. at Massey Rd.,2010,Elmira Rd. at Massey Rd.,,43.54074,-80.301904,,,,
Route20-2011_Elmira Rd. at Power Corp,2011,Elmira Rd. at Power Corp,,43.535001,-80.3092,,,,
Route20-2012_925 Woodlawn Rd.,2012,925 Woodlawn Rd.,,43.535607,-80.318127,,,,
Route20-2013_Across from 498 Governors Rd.,2013,Across from 498 Governors Rd.,,43.533243,-80.321935,,,,
Route20-2014_110 Malcolm Rd.,2014,110 Malcolm Rd.,,43.536058,-80.322418,,,,
Route20-2015_50 Malcolm Rd.,2015,50 Malcolm Rd.,,43.537101,-80.320916,,,,
Route20-2016_14 Malcolm Rd.,2016,14 Malcolm Rd.,,43.538407,-80.319285,,,,
Route20-2017_2 Malcolm Rd.,2017,2 Malcolm Rd.,,43.539932,-80.316989,,,,
Route20-2018_450 Michener Rd.,2018,450 Michener Rd.,,43.533818,-80.31935,,,,
Route20-2019_Michener Rd. at Massey Rd.,2019,Michener Rd. at Massey Rd.,,43.531143,-80.315595,,,,
Route20-2020_530 Massey Rd.,2020,530 Massey Rd.,,43.532232,-80.31347,,,,
Route20-2021_446 Massey Rd.,2021,446 Massey Rd.,,43.534705,-80.30978,,,,
Route20-2022_400 Massey Rd.,2022,400 Massey Rd.,,43.536167,-80.307763,,,,
Route20-2023_265 Massey Rd.,2023,265 Massey Rd.,,43.539372,-80.30302,,,,
Route20-2024_Across from 251 Massey Rd.,2024,Across from 251 Massey Rd.,,43.540367,-80.301948,,,,
Route20-2025_Imperial Rd. N. of Woodlawn Rd. W,2025,Imperial Rd. N. of Woodlawn Rd. W,,43.543773,-80.305638,,,,
Route20-2026_190 Curtis Dr.,2026,190 Curtis Dr.,,43.549077,-80.306239,,,,
Route20-2027_Curtis Dr. at Silvercreek Pkwy.,2027,Curtis Dr. at Silvercreek Pkwy.,,43.553665,-80.299931,,,,
Route20-2028_Silvercreek Pkwy. past Woodlawn Rd.,2028,Silvercreek Pkwy. past Woodlawn Rd.,,43.550834,-80.295854,,,,
Route20-2029_Silvercreek Pkwy N. at C pbell Rd.,2029,Silvercreek Pkwy N. at Campbell Rd.,,43.548019,-80.29197,,,,
Route20-2030_254 Silvercreek Pkwy.,2030,254 Silvercreek Pkwy.,,43.544924,-80.287571,,,,
Route20-2031_214 Silvercreek Pkwy.,2031,214 Silvercreek Pkwy.,,43.542607,-80.28452,,,,
Route20-2032_130 Silvercreek Pwky.,2032,130 Silvercreek Pwky.,,43.540196,-80.281091,,,,
Route20-2033_Willow Rd. at Silvercreek Pkwy.,2033,Willow Rd. at Silvercreek Pkwy.,,43.543695,-80.273666,,,,
Route20-2034_158 Willow Rd.,2034,158 Willow Rd.,,43.54228,-80.275168,,,,
Route20-2035_66 Willow Rd.,2035,66 Willow Rd.,,43.54497,-80.271821,,,,
Route20-2036_26 Willow Rd.,2036,26 Willow Rd.,,43.54497,-80.271821,,,,
Route20-2037_200 Edinburgh Rd. N.,2037,200 Edinburgh Rd. N.,,43.542186,-80.264568,,,,
Route20-2038_Paisley St. at Yorkshire St. N.,2038,Paisley St. at Yorkshire St. N.,,43.542622,-80.258259,,,,
Route20-2039_Paisley St. at Glasgow St.,2039,Paisley St. at Glasgow St.,,43.543326,-80.256844,,,,
Route20-2040_Paisley St. at Norfolk St.,2040,Paisley St. at Norfolk St.,,43.545390,-80.252122,,,,
Route20-2041_St. George's Square IF Shoe Store.,2041,St. George's Square IF Shoe Store.,,43.545578,-80.249017,,,,
Route20-2042_Guelph Central Station,2042,Guelph Central Station,,43.545180,-80.246050,,,,
Route21-2100_Guelph Central Station,2100,Guelph Central Station,,43.545180,-80.24605,,,,
Route21-_Wellington St. W at K.F.C,,Wellington St. W at K.F.C,,43.542276,-80.243974,,,,
Route21-2101_Gordon St. at College Ave. W.,2101,Gordon St. at College Ave. W.,,43.531512,-80.231928,,,,
Route21-2102_Gordon St. at Stone Rd. W.,2102,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route21-2103_Gordon St. at Harvard Rd.,2103,Gordon St. at Harvard Rd.,,43.525153,-80.221052,,,,
Route21-2104_Gordon St. at Kortright Rd. W.,2104,Gordon St. at Kortright Rd. W,,43.522309,-80.213484,,,,
Route21-2105_Gordon St. at Edinburgh Rd. S.,2105,Gordon St. at Edinburgh Rd. S.,,43.516595,-80.203694,,,,
Route21-2106_Gordon St. at Arkell Rd.,2106,Gordon St. at Arkell Rd.,,43.513888,-80.19989,,,,
Route21-2107_Gordon St. at Clairfields Dr.,2107,Gordon St. at Clairfields Dr.,,43.505161,-80.194351,,,,
Route21-2108_Bishop Macdonell High School,2108,Bishop Macdonell High School,,43.495554,-80.195861,,,,
Route21-2109_Laird Rd. at Clair Rd. W.,2109,Laird Rd. at Clair Rd. W.,,43.492751,-80.200238,,,,
Route21-2110_Southgate Dr. at Laird Rd.,2110,Southgate Dr. at Laird Rd.,,43.49437,-80.207405,,,,
Route21-2111_125 Southgate Dr.,2111,125 Southgate Dr.,,43.497763,-80.211439,,,,
Route21-2112_180 Southgate Dr.,2112,180 Southgate Dr.,,43.500192,-80.213584,,,,
Route21-2113_310 Southgate Dr.,2113,310 Southgate Dr.,,43.502246,-80.217576,,,,
Route21-2114_450 Southgate Dr.,2114,450 Southgate Dr.,,43.500098,-80.219979,,,,
Route21-2115_525 Southgate Dr.,2115,525 Southgate Dr.,,43.497763,-80.21749,,,,
Route21-2116_595 Southgate Dr.,2116,595 Southgate Dr.,,43.494526,-80.213713,,,,
Route21-2117_679 Southgate Dr.,2117,679 Southgate Dr.,,43.49297,-80.209943,,,,
Route21-2118_Southgate Dr. at Corporate Rd.,2118,Southgate Dr. at Corporate Rd.,,43.492192,-80.208765,,,,
Route21-2119_Southgate Dr. at Admiral Pl.,2119,Southgate Dr. at Admiral Pl.,,43.491034,-80.207102,,,,
Route21-2120_829 Southgate Dr.,2120,829 Southgate Dr.,,43.489566,-80.203991,,,,
Route21-2121_300 Clair (Water Tower),2121,300 Clair (Water Tower),,43.492158,-80.200168,,,,
Route21-2122_Bishop Macdonell High School,2122,Bishop Macdonell High School,,43.495285,-80.195641,,,,
Route21-2123_Gosling Gdns. at Food Basics,2123,Gosling Gdns. at Food Basics,,43.499368,-80.191593,,,,
Route21-2124_Gosling Gdns. Park,2124,Gosling Gdns. Park,,43.501366,-80.192967,,,,
Route21-2125_Gosling Gdns. at Clairfields Dr. W.,2125,Gosling Gdns. at Clairfields Dr. W.,,43.503521,-80.192967,,,,
Route21-2126_Gordon St. north of Clairfields Dr.,2126,Gordon St. north of Clairfields Dr.,,43.505801,-80.194376,,,,
Route21-2127_Gordon St. at Lowes Rd.,2127,Gordon St. at Lowes Rd.,,43.508565,-80.195517,,,,
Route21-2128_Gordon St. at Continuing Educ.,2128,Gordon St. at Continuing Educ.,,43.511755,-80.196955,,,,
Route21-2129_Gordon St. at Arkell Rd.,2129,Gordon St. at Arkell Rd.,,43.513988,-80.199607,,,,
Route21-2130_Gordon St. at Valley Rd.,2130,Gordon St. at Valley Rd.,,43.516628,-80.203268,,,,
Route21-2131_Gordon St. at Landsdown Dr.,2131,Gordon St. at Landsdown Dr.,,43.5185,-80.205684,,,,
Route21-2132_Gordon St. at Harts Lane,2132,Gordon St. at Harts Lane,,43.519667,-80.207481,,,,
Route21-2133_1030 Gordon St.,2133,1030 Gordon St.,,43.520911,-80.209892,,,,
Route21-2134_Gordon St. at Kortright Rd. W.,2134,Gordon St. at Kortright Rd. W.,,43.522721,-80.213719,,,,
Route21-2135_Gordon St. at Hands Dr.,2135,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route21-2136_Gordon St. at Monticello Cres.,2136,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route21-2137_University Centre,2137,University Centre,,43.527039,-80.224506,,,,
Route21-2138_Gordon St. at Vet College,2138,Gordon St. at Vet College,,43.530994,-80.230666,,,,
Route21-2139_Gordon St. at Macdonald Stewart Art Centre,2139,Gordon St. at Macdonald Stewart Art Centre,,43.532866,-80.233225,,,,
Route21-2140_Gordon St. at Dormie Lane,2140,Gordon St. at Dormie Lane,,43.536989,-80.239157,,,,
Route21-2141_Gordon St. at Water St.,2141,Gordon St. at Water St.,,43.538176,-80.240871,,,,
Route21-2142_Gordon St. at Wellington St. W.,2142,Gordon St. at Wellington St. W.,,43.541072,-80.245144,,,,
Route21-2143_Gordon at Harvey's,2143,Gordon at Harvey's,,43.541909,-80.247552,,,,
Route21-2144_Guelph Central Station,2144,Guelph Central Station,,43.546261,-80.249248,,,,
Route1A-0100_university centre,0100,University Centre,,43.529524,-80.224506,,,,
Route1A-0101_gordon st. at stone rd. w.,0101,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route1A-0102_gordon st. at harvard rd.,0102,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route1A-0103_gordon st. at kortright rd.,0103,Gordon St. at Kortright Rd.,,43.522309,-80.213484,,,,
Route1A-0104_gordon st. at harts lane,0104,Gordon St. at Harts Lane,,43.519571,-80.207956,,,,
Route1A-0105_1155 gordon st.,0105,1155 Gordon St.,,43.518045,-80.205824,,,,
Route1A-0106_gordon st. at edinburgh rd. s.,0106,Gordon St. at Edinburgh Rd. S.,,43.516595,-80.203694,,,,
Route1A-0107_edinburgh rd. s. at carrington dr.,0107,Edinburgh Rd. S. at Carrington Dr.,,43.513692,-80.206781,,,,
Route1A-0108_edinburgh rd. s. at rickson ave.,0108,Edinburgh Rd. S. at Rickson Ave.,,43.511637,-80.209561,,,,
Route1A-0109_edinburgh rd. s. at ginger crt.,0109,Edinburgh Rd. S. at Ginger Crt.,,43.511074,-80.213783,,,,
Route1A-0110_edinburgh rd. s. at rogers rd.,0110,Edinburgh Rd. S. at Rogers Rd.,,43.512621,-80.218822,,,,
Route1A-0111_edinburgh rd. s. at koch dr.,0111,Edinburgh Rd. S. at Koch Dr.,,43.516156,-80.226104,,,,
Route1A-0112_edinburgh rd. s. at laurelwood crt.,0112,Edinburgh Rd. S. at Laurelwood Crt.,,43.517591,-80.230666,,,,
Route1A-0113_stone rd. w. at stone road mall,0113,Stone Rd. W. at Stone Road Mall,,43.517495,-80.237179,,,,
Route1A-0114_stone rd. w. at scottsdale dr.,0114,Stone Rd. W. at Scottsdale Dr.,,43.515864,-80.239383,,,,
Route1A-0115_181 janefield ave.,0115,181 Janefield Ave.,,43.517581,-80.244796,,,,
Route1A-0116_53 janefield ave.,0116,53 Janefield Ave.,,43.519079,-80.246963,,,,
Route1A-0117_264 college ave. w.,0117,264 College Ave. W.,,43.521975,-80.246085,,,,
Route1A-0118_college ave. w. at meadowcroft,0118,College Ave. W. at Meadowcroft,,43.524248,-80.243014,,,,
Route1A-0119_50 college ave. w.,0119,50 College Ave. W.,,43.529648,-80.235787,,,,
Route1A-0120_college ave. e. at macdonald st.,0120,College Ave. E. at MacDonald St.,,43.533525,-80.230400,,,,
Route1A-0121_east ring rd. at dundas lane,0121,East Ring Rd. at Dundas Lane,,43.535121,-80.224988,,,,
Route1A-0122_east ring rd. at arboretum rd.,0122,East Ring Rd. at Arboretum Rd.,,43.533228,-80.222342,,,,
Route1A-0123_university centre,0123,University Centre,,43.529524,-80.224506,,,,
Route1B-0124_university centre,0124,University Centre,,43.529524,-80.224506,,,,
Route1B-0125_east ring rd. at arboretum rd.,0125,East Ring Rd. at Arboretum Rd.,,43.533414,-80.222235,,,,
Route1B-0126_east ring rd. at dundas lane,0126,East Ring Rd. at Dundas Lane,,43.535071,-80.224477,,,,
Route1B-0127_college ave. e. at macdonald st.,0127,College Ave. E. at MacDonald St.,,43.534115,-80.229942,,,,
Route1B-0128_college ave. w. at caledonia st.,0128,College Ave. W. at Caledonia St.,,43.529727,-80.235897,,,,
Route1B-0129_college ave. w. at edinburgh rd.,0129,College Ave. W. at Edinburgh Rd.,,43.525349,-80.241837,,,,
Route1B-0130_college ave. w. at centennial,0130,College Ave. W. at Centennial,,43.521571,-80.247137,,,,
Route1B-0131_129 janefield ave.,0131,129 Janefield Ave.,,43.517868,-80.245637,,,,
Route1B-0132_janefield ave. at scottsdale dr.,0132,Janefield Ave. at Scottsdale Dr.,,43.516872,-80.240944,,,,
Route1B-0133_stone rd. w. at scottsdale dr.,0133,Stone Rd. W. at Scottsdale Dr.,,43.516108,-80.238548,,,,
Route1B-0134_372 stone rd. w.,0134,372 Stone Rd. W.,,43.517578,-80.236634,,,,
Route1B-0135_292 stone rd. w.,0135,292 Stone Rd. W.,,43.519475,-80.234214,,,,
Route1B-0136_583 edinburgh rd. s.,0136,583 Edinburgh Rd. S.,,43.516543,-80.229338,,,,
Route1B-0137_685 edinburgh rd. s.,0137,685 Edinburgh Rd. S.,,43.515674,-80.223705,,,,
Route1B-0138_777 edinburgh rd. s.,0138,777 Edinburgh Rd. S.,,43.512606,-80.218928,,,,
Route1B-0139_edinburgh  rd. s. at ginger crt.,0139,Edinburgh  Rd. S. at Ginger Crt.,,43.510979,-80.213604,,,,
Route1B-0140_edinburgh rd. s. at rickson ave.,0140,Edinburgh Rd. S. at Rickson Ave.,,43.511550,-80.209314,,,,
Route1B-0141_edinburgh rd. s. at carrington dr.,0141,Edinburgh Rd. S. at Carrington Dr.,,43.513666,-80.206367,,,,
Route1B-0142_gordon st. at valley rd.,0142,Gordon St. at Valley Rd.,,43.516653,-80.203242,,,,
Route1B-0143_gordon st. at landsdown dr.,0143,Gordon St. at Landsdown Dr.,,43.518854,-80.205813,,,,
Route1B-0144_gordon st. at harts lane,0144,Gordon St. at Harts Lane,,43.519609,-80.207455,,,,
Route1B-0146_gordon st. at kortright rd.,0146,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route1B-0145_941 gordon st.,0145,941 Gordon St.,,43.520895,-80.210036,,,,
Route1B-0147_gordon st. at hands dr.,0147,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route1B-0148_gordon st. at monticello cres.,0148,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route1B-0149_gordon st. at stone rd. w.,0149,Gordon St. at Stone Rd. W.,,43.527039,-80.225188,,,,
Route1B-0150_university centre,0150,University Centre,,43.529524,-80.224506,,,,
Route12-1200_Guelph Central Station,1200,Guelph Central Station,,43.545180,-80.246050,,,,
Route12-1201_Wyndham St. at Bank of Nova Scotia,1201,Wyndham St. at Bank of Nova Scotia,,43.546441,-80.249537,,,,
Route12-1202_Eramosa Rd. Bridge,1202,Eramosa Rd. Bridge,,43.549049,-80.250385,,,,
Route12-1203_Delhi St. at Eramosa Rd.,1203,Delhi St. at Eramosa Rd.,,43.553440,-80.250429,,,,
Route12-1204_Delhi St. at Guelph General Hospital,1204,Delhi St. at Guelph General Hospital,,43.555478,-80.253263,,,,
Route12-1205_Delhi St. at Homewood Health Centre,1205,Delhi St. at Homewood Health Centre,,43.558023,-80.256817,,,,
Route12-1206_Delhi St. at Emma St.,1206,Delhi St. at Emma St.,,43.559730,-80.259149,,,,
Route12-1207_Emma St. at Metcalfe St.,1207,Emma St. at Metcalfe St.,,43.561982,-80.256609,,,,
Route12-1208_Emma St. at Stevenson St.,1208,Emma St. at Stevenson St.,,43.563510,-80.254526,,,,
Route12-1209_Speedvale Ave. E. at Stevenson St.,1209,Speedvale Ave. E. at Stevenson St.,,43.566155,-80.257454,,,,
Route12-1210_Speedvale Ave. E. at Renfield St.,1210,Speedvale Ave. E. at Renfield St.,,43.568988,-80.253555,,,,
Route12-1211_Speedvale Ave. E. at Acorn Pl.,1211,Speedvale Ave. E. at Acorn Pl.,,43.570197,-80.251898,,,,
Route12-1212_Victoria Rd. N. at Speedvale Ave. E.,1212,Victoria Rd. N. at Speedvale Ave. E.,,43.57197,-80.251773,,,,
Route12-1213_Victoria Rd. N. at Brant Ave.,1213,Victoria Rd. N. at Brant Ave.,,43.575281,-80.256345,,,,
Route12-1214_Woodlawn Rd. E. at Victoria Rd. N.,1214,Woodlawn Rd. E. at Victoria Rd. N.,,43.577375,-80.260566,,,,
Route12-1215_Windsor St. at Kingsley Crt.,1215,Windsor St. at Kingsley Crt.,,43.572923,-80.260722,,,,
Route12-1216_Waverly Dr. at Stevenson St.,1216,Waverly Dr. at Stevenson St.,,43.570030,-80.262589,,,,
Route12-1217_Metcalfe St. at Waverley Dr.,1217,Metcalfe St. at Waverley Dr.,,43.568068,-80.264664,,,,
Route12-1218_Metcalfe St. at Shaftesbury Ave.,1218,Metcalfe St. at Shaftesbury Ave.,,43.565996,-80.261803,,,,
Route12-1219_Metcalfe St. at Speedvale  Ave.,1219,Metcalfe St. at Speedvale  Ave.,,43.564553,-80.260110,,,,
Route12-1220_Speedvale Ave. at Clive Ave.,1220,Speedvale Ave. at Clive Ave.,,43.563067,-80.261976,,,,
Route12-1221_Delhi St. at Phillip Ave.,1221,Delhi St. at Phillip Ave.,,43.561341,-80.261642,,,,
Route12-1222_Delhi St. at Emma St.,1222,Delhi St. at Emma St.,,43.559753,-80.259441,,,,
Route12-1223_Delhi St. at Homewood Health Centre,1223,Delhi St. at Homewood Health Centre,,43.557461,-80.256245,,,,
Route12-1224_Delhi St. at Spring St.,1224,Delhi St. at Spring St.,,43.555378,-80.253359,,,,
Route12-1225_Delhi St. at Eramosa Rd.,1225,Delhi St. at Eramosa Rd.,,43.553174,-80.250307,,,,
Route12-1226_Eramosa Rd. at Arthur St.,1226,Eramosa Rd. at Arthur St.,,43.549165,-80.250571,,,,
Route12-1227_Wyndham at IF Shoe Store,1227,Wyndham at IF Shoe Store,,43.545578,-80.249017,,,,
Route12-1228_Guelph Central Station,1228,Guelph Central Station,,43.545180,-80.246050,,,,

Route6-0600_university centre,0600,University Centre,,43.5290634619,-80.2238410411,,,,
Route6-0601_gordon st. at stone rd. w.,0601,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route6-0602_gordon st. at harvard rd.,0602,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route6-0603_harvard rd. at shakespeare arms,0603,Harvard Rd. at Shakespeare Arms,,43.523990,-80.223439,,,,
Route6-0604_harvard rd. at princeton pl.,0604,Harvard Rd. at Princeton Pl.,,43.520793,-80.228167,,,,
Route6-0605_harvard rd. at youngman dr.,0605,Harvard Rd. at Youngman Dr.,,43.518262,-80.228565,,,,
Route6-0606_edinburgh rd. at laurelwood crt.,0606,Edinburgh Rd. at Laurelwood Crt.,,43.517457,-80.230376,,,,
Route6-0607_stone rd. w. at stone road mall,0607,Stone Rd. W. at Stone Road Mall,,43.517495,-80.237179,,,,
Route6-0608_scottsdale dr. at stone rd. w.,0608,Scottsdale Dr. at Stone Rd. W.,,43.514716,-80.238481,,,,
Route6-0609_scottsdale dr. at cole rd.,0609,Scottsdale Dr. at Cole Rd.,,43.513792,-80.237204,,,,
Route6-0610_scottsdale dr. at ironwood rd.,0610,Scottsdale Dr. at Ironwood Rd.,,43.512987,-80.235201,,,,
Route6-0611_ironwood rd. at steffler park,0611,Ironwood Rd. at Steffler Park,,43.511151,-80.235094,,,,
Route6-0612_ironwood rd. at cole rd.,0612,Ironwood Rd. at Cole Rd.,,43.508854,-80.232937,,,,
Route6-0613_ironwood rd. at woodborough rd.,0613,Ironwood Rd. at Woodborough Rd.,,43.507108,-80.229901,,,,
Route6-0614_ironwood rd. at hilldale cres.,0614,Ironwood Rd. at Hilldale Cres.,,43.505669,-80.227176,,,,
Route6-0615_ironwood rd. at brookhaven crt.,0615,Ironwood Rd. at Brookhaven Crt.,,43.507460,-80.225619,,,,
Route6-0616_ironwood rd. at kortright rd.,0616,Ironwood Rd. at Kortright Rd.,,43.509886,-80.227975,,,,
Route6-0617_scottsdale dr. at steffler dr,0617,Scottsdale Dr. at Steffler Dr,,43.511745,-80.230319,,,,
Route6-0618_711 scottsdale dr.,0618,711 Scottsdale Dr.,,43.513799,-80.236892,,,,
Route6-0619_632 scottsdale dr.,0619,632 Scottsdale Dr.,,43.514732,-80.238189,,,,
Route6-0620_stone rd. w. at scottsdale dr.,0620,Stone Rd. W. at Scottsdale Dr.,,43.516108,-80.238548,,,,
Route6-0621_372 stone rd. w.,0621,372 Stone Rd. W.,,43.517578,-80.236634,,,,
Route6-0622_stone rd. w. at edinburgh rd. s.,0622,Stone Rd. W. at Edinburgh Rd. S.,,43.519475,-80.234214,,,,
Route6-0623_youngman dr. at harvard rd.,0623,Youngman Dr. at Harvard Rd.,,43.517933,-80.228173,,,,
Route6-0624_harvard rd. at princeton pl.,0624,Harvard Rd. at Princeton Pl.,,43.520745,-80.228014,,,,
Route6-0625_harvard rd. at rickson ave.,0625,Harvard Rd. at Rickson Ave.,,43.522439,-80.225757,,,,
Route6-0626_35 harvard ave. at plaza,0626,35 Harvard Ave. at Plaza,,43.524268,-80.221632,,,,
Route6-0627_gordon st. at monticello cres.,0627,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route6-0628_gordon st. at stone rd. w.,0628,Gordon St. at Stone Rd. W.,,43.527039,-80.225188,,,,
Route6-0629_university centre,0629,University Centre,,43.5290001927,-80.2237748815,,,,
Route7-0700_university centre,0700,University Centre,,43.5290189503,-80.2237676879,,,,
Route7-0701_gordon st. at stone rd. w.,0701,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route7-0702_gordon st. at harvard rd.,0702,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route7-0703_gordon st. at kortright rd.,0703,Gordon St. at Kortright Rd.,,43.522309,-80.213484,,,,
Route7-0704_kortright rd. at yewholme dr.,0704,Kortright Rd. at Yewholme Dr.,,43.520139,-80.214969,,,,
Route7-0705_kortright rd. at rickson ave.,0705,Kortright Rd. at Rickson Ave.,,43.516957,-80.216712,,,,
Route7-0706_kortright rd. at edinburgh rd. s.,0706,Kortright Rd. at Edinburgh Rd. S.,,43.514366,-80.220191,,,,
Route7-0707_kortright rd. at hanlon creek park,0707,Kortright Rd. at Hanlon Creek Park,,43.511157,-80.224909,,,,
Route7-0708_555 kortright rd.,0708,555 Kortright Rd.,,43.509150,-80.230868,,,,
Route7-0709_kortright rd. at hanlon rd.,0709,Kortright Rd. at Hanlon Rd.,,43.507161,-80.233591,,,,
Route7-0710_downey rd. at woodland glen dr.,0710,Downey Rd. at Woodland Glen Dr.,,43.505301,-80.237312,,,,
Route7-0711_niska rd. opposite tanager dr.,0711,Niska Rd. opposite Tanager Dr.,,43.504418,-80.242239,,,,
Route7-0712_ptarmigan dr. at niska rd.,0712,Ptarmigan Dr. at Niska Rd.,,43.503350,-80.246134,,,,
Route7-0713_ptarmigan dr. at pheasant run dr.,0713,Ptarmigan Dr. at Pheasant Run Dr.,,43.499663,-80.244210,,,,
Route7-0714_ptarmigan dr. at downey rd.,0714,Ptarmigan Dr. at Downey Rd.,,43.499782,-80.237947,,,,
Route7-0715_downey rd. at hazelwood dr.,0715,Downey Rd. at Hazelwood Dr.,,43.502415,-80.239046,,,,
Route7-0716_downey rd. at niska rd.,0716,Downey Rd. at Niska Rd.,,43.504842,-80.237961,,,,
Route7-0717_kortright rd. at hanlon rd.,0717,Kortright Rd. at Hanlon Rd.,,43.506931,-80.233511,,,,
Route7-0718_kortright rd. at plaza,0718,Kortright Rd. at Plaza,,43.508986,-80.230697,,,,
Route7-0719_kortright rd. at hanlon creek park,0719,Kortright Rd. at Hanlon Creek Park,,43.511345,-80.223941,,,,
Route7-0720_kortright rd. at edinburgh rd. s.,0720,Kortright Rd. at Edinburgh Rd. S.,,43.514312,-80.219867,,,,
Route7-0721_kortright rd. at rickson ave.,0721,Kortright Rd. at Rickson Ave.,,43.516883,-80.216423,,,,
Route7-0722_kortright rd. opposite yewholme dr.,0722,Kortright Rd. opposite Yewholme Dr.,,43.521627,-80.212938,,,,
Route7-0723_gordon st. at kortright rd.,0723,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
